title|location|use|category
AV1284|Please place in AV25 box in the kitchen|This item is used for repairing pipe|Tool used by guests
AV1285|Please place in AV12, AV19 box in the living room|This item is used for testing batteries|Tool used by Mumma
AV1286|Please place in AV70, AV57 box in the master room|This item is used for cleaning surfaces|Tool used by kids
AV1287|Please place in AV31, AV33 shelf in the study|This item is used for monitoring air quality|Tool used by guests
AV1288|Please place in AV15, AV16 section in the kids' room|This item is used for measuring water quality|Tool used by Athira
AV1289|Please place in AV20, AV22 box near entrance|This item is used for repairing pipe|Tool used by Mumma and Dada
AV1290|Please place in AV45 drawer in the garage|This item is used for measuring water quality|Tool used by guests
AV1291|Please place in AV25 box in the kitchen|This item is used for cooking vegetables|Tool used by Mumma
AV1292|Please place in AV20, AV22 box near entrance|This item is used for creating mathematical objects|Shared tool
AV1293|Please place in AV31, AV33 shelf in the study|This item is used for creating mathematical objects|Tool used by Mumma and Dada
AV1294|Please place in AV17, AV23 box in the bedroom|This item is used for storing documents|Tool used by Athira
AV1295|Please place in AV50 locker in the office|This item is used for testing batteries|Tool used by Vipin
AV1296|Please place in AV25 box in the kitchen|This item is used for monitoring air quality|Tool used by guests
AV1297|Please place in AV50 locker in the office|This item is used for organizing tools|Tool used by Athira
AV1298|Please place in AV45 drawer in the garage|This item is used for repairing pipe|Tool used by Mumma and Dada
AV1299|Please place in AV70, AV57 box in the master room|This item is used for cooking vegetables|Tool used by Dada
AV1300|Please place in AV25 box in the kitchen|This item is used for cooking vegetables|Shared tool
AV1301|Please place in AV25 box in the kitchen|This item is used for testing batteries|Tool used by Dada
AV1302|Please place in AV31, AV33 shelf in the study|This item is used for cleaning surfaces|Tool used by Athira
AV1303|Please place in AV17, AV23 box in the bedroom|This item is used for measuring water quality|Shared tool
AV1304|Please place in AV17, AV23 box in the bedroom|This item is used for testing batteries|Tool used by Vipin
AV1305|Please place in AV15, AV16 section in the kids' room|This item is used for charging electronic devices|Tool used by Mumma and Dada
AV1306|Please place in AV31, AV33 shelf in the study|This item is used for charging electronic devices|Tool used by Dada
AV1307|Please place in AV25 box in the kitchen|This item is used for cooking vegetables|Tool used by kids
AV1308|Please place in AV12, AV19 box in the living room|This item is used for testing batteries|Tool used by Athira
AV1309|Please place in AV12, AV19 box in the living room|This item is used for monitoring air quality|Tool used in emergencies
AV1310|Please place in AV25 box in the kitchen|This item is used for creating mathematical objects|Tool used by Vipin
AV1311|Please place in AV70, AV57 box in the master room|This item is used for cleaning surfaces|Tool used in emergencies
AV1312|Please place in AV20, AV22 box near entrance|This item is used for testing batteries|Tool used by Dada
AV1313|Please place in AV15, AV16 section in the kids' room|This item is used for creating mathematical objects|Tool used by whole family
AV1314|Please place in AV15, AV16 section in the kids' room|This item is used for cleaning surfaces|Tool used by whole family
AV1315|Please place in AV50 locker in the office|This item is used for cooking vegetables|Tool used by kids
AV1316|Please place in AV25 box in the kitchen|This item is used for cooking vegetables|Tool used by Mumma and Dada
AV1317|Please place in AV20, AV22 box near entrance|This item is used for charging electronic devices|Tool used by kids
AV1318|Please place in AV25 box in the kitchen|This item is used for charging electronic devices|Tool used by whole family
AV1319|Please place in AV17, AV23 box in the bedroom|This item is used for cooking vegetables|Tool used by Vipin
AV1320|Please place in AV15, AV16 section in the kids' room|This item is used for storing documents|Tool used by Mumma
AV1321|Please place in AV20, AV22 box near entrance|This item is used for organizing tools|Tool used by Mumma and Dada
AV1322|Please place in AV12, AV19 box in the living room|This item is used for monitoring air quality|Tool used by Vipin
AV1323|Please place in AV31, AV33 shelf in the study|This item is used for cleaning surfaces|Tool used by guests
AV1324|Please place in AV45 drawer in the garage|This item is used for testing batteries|Tool used by Mumma
AV1325|Please place in AV15, AV16 section in the kids' room|This item is used for testing batteries|Tool used by Mumma
AV1326|Please place in AV70, AV57 box in the master room|This item is used for testing batteries|Shared tool
AV1327|Please place in AV70, AV57 box in the master room|This item is used for cooking vegetables|Tool used by Vipin
AV1328|Please place in AV25 box in the kitchen|This item is used for cooking vegetables|Tool used by Vipin
AV1329|Please place in AV70, AV57 box in the master room|This item is used for creating mathematical objects|Shared tool
AV1330|Please place in AV25 box in the kitchen|This item is used for testing batteries|Tool used by Mumma
AV1331|Please place in AV25 box in the kitchen|This item is used for creating mathematical objects|Tool used by Dada
AV1332|Please place in AV20, AV22 box near entrance|This item is used for monitoring air quality|Tool used by Mumma
AV1333|Please place in AV50 locker in the office|This item is used for cooking vegetables|Shared tool
AV1334|Please place in AV38 rack in the store room|This item is used for cooking vegetables|Tool used by Mumma and Dada
AV1335|Please place in AV12, AV19 box in the living room|This item is used for repairing pipe|Tool used by Mumma and Dada
AV1336|Please place in AV38 rack in the store room|This item is used for repairing pipe|Tool used by Dada
AV1337|Please place in AV12, AV19 box in the living room|This item is used for cleaning surfaces|Tool used by Dada
AV1338|Please place in AV38 rack in the store room|This item is used for measuring water quality|Tool used by whole family
AV1339|Please place in AV25 box in the kitchen|This item is used for charging electronic devices|Tool used by whole family
AV1340|Please place in AV20, AV22 box near entrance|This item is used for testing batteries|Tool used by Mumma and Dada
AV1341|Please place in AV12, AV19 box in the living room|This item is used for storing documents|Tool used by Mumma
AV1342|Please place in AV20, AV22 box near entrance|This item is used for repairing pipe|Tool used by Mumma
AV1343|Please place in AV38 rack in the store room|This item is used for repairing pipe|Tool used in emergencies
AV1344|Please place in AV45 drawer in the garage|This item is used for repairing pipe|Tool used by Dada
AV1345|Please place in AV38 rack in the store room|This item is used for measuring water quality|Tool used by whole family
AV1346|Please place in AV31, AV33 shelf in the study|This item is used for cleaning surfaces|Tool used by Mumma and Dada
AV1347|Please place in AV45 drawer in the garage|This item is used for charging electronic devices|Tool used by whole family
AV1348|Please place in AV38 rack in the store room|This item is used for creating mathematical objects|Tool used by Athira
AV1349|Please place in AV50 locker in the office|This item is used for monitoring air quality|Shared tool
AV1350|Please place in AV38 rack in the store room|This item is used for cooking vegetables|Shared tool
AV1351|Please place in AV12, AV19 box in the living room|This item is used for testing batteries|Shared tool
AV1352|Please place in AV25 box in the kitchen|This item is used for testing batteries|Tool used by Mumma and Dada
AV1353|Please place in AV15, AV16 section in the kids' room|This item is used for repairing pipe|Tool used by Mumma and Dada
AV1354|Please place in AV45 drawer in the garage|This item is used for cooking vegetables|Tool used by Mumma and Dada
